Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate[4]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	part_rate_mult[4]	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	TL
51000	-42195.73	-42143.41	-52.32369	9.20793e+07	9.49787e+07	7.74231e+07	9.64317e+07	0.038949	0.0477625	0.066316	0.256729	0.0473001	0.0367249	0.0415918	0.0552666	0.0664371	0.00840622	0.0482642	0.0286506	0.0446997	0.541389	0.461252	0.122882	2.68835	0.0894966	0.128334	0.0341896	0.74798	0.702943	0.749007	0.876022	0.078035	0.7870981
51050	-42194.58	-42143.03	-51.55537	5.7276e+07	1.06075e+07	9.69381e+07	5.2508e+07	0.0418048	0.0446501	0.0685567	0.259149	0.0432158	0.0409054	0.0422052	0.0523549	0.0775412	0.00812539	0.0507753	0.0267914	0.0431162	0.585052	0.464215	0.126234	2.65609	0.0967145	0.129159	0.0351221	0.739005	0.730853	0.716928	0.869891	0.0599086	0.7991909
51100	-42203.65	-42154.15	-49.49335	2.3985e+07	6.30001e+07	9.91743e+07	7.37796e+07	0.0434424	0.0418317	0.0623247	0.24687	0.0462765	0.0395445	0.0444233	0.0477642	0.0723274	0.00305351	0.0471611	0.0312253	0.050798	0.573305	0.468775	0.15828	2.62646	0.0947727	0.130427	0.0440383	0.730762	0.736476	0.76146	0.874119	0.0640346	0.7770427
51150	-42194.66	-42143.78	-50.8751	8.09306e+07	1.44664e+07	7.46218e+07	8.10679e+07	0.036224	0.0496583	0.066945	0.23066	0.0454492	0.0343878	0.0388315	0.0520604	0.072803	0.00794656	0.0496681	0.0355093	0.0456328	0.543236	0.439618	0.147627	2.68414	0.0898019	0.122315	0.0410743	0.746809	0.704044	0.749945	0.885207	0.0805551	0.7657754
51200	-42208.96	-42156.57	-52.38188	8.89704e+07	9.34214e+07	1.39734e+07	3.58504e+07	0.0456819	0.0464125	0.0674762	0.256688	0.0460143	0.0381951	0.0357649	0.0432156	0.0722163	0.0108104	0.0468484	0.0304679	0.0358671	0.525888	0.406075	0.13845	2.73717	0.0869341	0.112982	0.0385211	0.761562	0.720931	0.759133	0.859388	0.0834265	0.775659
51250	-42203.46	-42149.88	-53.58249	9.37558e+07	5.14794e+06	6.58112e+07	9.06419e+07	0.0471547	0.0466253	0.0720412	0.233275	0.0431043	0.0377943	0.0392716	0.0593061	0.0695659	0.0102247	0.0525471	0.0318626	0.0444807	0.507129	0.449711	0.115316	2.72781	0.083833	0.125123	0.0320843	0.758959	0.731307	0.734105	0.878336	0.0653525	0.7872537
51300	-42201.37	-42151.56	-49.80236	6.13128e+07	2.92606e+07	4.35603e+07	2.64208e+07	0.0382367	0.0402741	0.0700197	0.244482	0.0460288	0.0388602	0.0425602	0.0529979	0.0646114	0.00986398	0.0493754	0.026375	0.0448119	0.5447	0.475584	0.15645	2.63848	0.090044	0.132322	0.043529	0.734105	0.727832	0.755847	0.879074	0.0664822	0.7684976
51350	-42193.66	-42142.29	-51.37478	4.58089e+07	5.9037e+07	9.89499e+07	6.2401e+07	0.0479726	0.0497539	0.0711319	0.226002	0.0438862	0.035682	0.0356042	0.0441898	0.0677053	0.00630702	0.0497143	0.0321064	0.0485851	0.537186	0.460168	0.134022	2.68079	0.0888018	0.128033	0.037289	0.745877	0.73126	0.740675	0.877985	0.0777252	0.7586402
51400	-42197.2	-42145.53	-51.67219	7.11381e+07	7.57073e+07	7.23902e+07	6.50562e+06	0.0474694	0.0508079	0.0699405	0.258214	0.0503526	0.0351414	0.0401457	0.04679	0.0642061	0.0105936	0.0562061	0.0279461	0.0502865	0.558019	0.424561	0.142135	2.69591	0.0922456	0.118126	0.0395464	0.750082	0.725133	0.76335	0.876483	0.0872944	0.8081001
51450	-42200.58	-42149.57	-51.00706	4.48983e+07	3.83964e+06	2.95637e+06	5.42502e+07	0.0447702	0.0448013	0.0668921	0.230904	0.0508631	0.0398196	0.0438703	0.0559811	0.0645832	0.00708473	0.0557927	0.0290663	0.0465877	0.548329	0.444339	0.145326	2.67869	0.0906439	0.123628	0.0404341	0.745294	0.699321	0.753703	0.875796	0.0782756	0.7810161
51500	-42201.6	-42150.87	-50.72611	6.77239e+06	7.14895e+07	7.97973e+07	4.30021e+07	0.0423833	0.0466745	0.0645565	0.242087	0.0464385	0.0358174	0.0410293	0.0518645	0.0704949	0.00466748	0.0395705	0.0361501	0.0522039	0.569748	0.427656	0.148721	2.67926	0.0941846	0.118987	0.0413787	0.74545	0.705626	0.743889	0.850336	0.0706661	0.7739383
51550	-42205.86	-42153.01	-52.84461	5.61162e+07	2.63981e+07	6.57452e+07	5.28377e+07	0.0461436	0.0486047	0.0744219	0.239626	0.0485345	0.0347823	0.0456623	0.0456074	0.0656117	0.00730289	0.0585585	0.0313024	0.0482482	0.533719	0.432378	0.125064	2.7196	0.0882287	0.120301	0.0347965	0.756674	0.69832	0.717751	0.86079	0.0792861	0.7944067
51600	-42197.57	-42146.52	-51.04979	6.8206e+07	3.15896e+07	8.97893e+07	1.72819e+06	0.0436587	0.0478268	0.0674007	0.237494	0.049509	0.0416066	0.0429626	0.0520764	0.0746818	0.00731344	0.0369445	0.0321694	0.0558054	0.611918	0.438869	0.133478	2.65823	0.101156	0.122107	0.0371375	0.7396	0.70738	0.744793	0.891477	0.079381	0.7894491
51650	-42190.73	-42138.95	-51.788	9.14078e+07	2.69535e+06	4.02106e+06	7.79138e+07	0.0475203	0.0468969	0.0663801	0.254651	0.0498543	0.0371822	0.041803	0.0487394	0.0629388	0.0124711	0.0581997	0.0298437	0.0420636	0.599809	0.421302	0.130651	2.68582	0.0991541	0.117219	0.036351	0.747276	0.683416	0.752449	0.874393	0.0816391	0.7985441
51700	-42193.1	-42142.32	-50.7751	5.1767e+07	1.27341e+07	2.06495e+07	5.15178e+07	0.0355446	0.0459574	0.0646517	0.225702	0.049675	0.0341799	0.0397274	0.0491316	0.0707846	0.00656421	0.0415848	0.0317704	0.0504828	0.541401	0.467225	0.138744	2.66651	0.0894985	0.129996	0.0386027	0.741903	0.690711	0.746319	0.872477	0.075742	0.7457564
51750	-42190.06	-42138.07	-51.98883	2.07605e+06	4.60064e+07	4.5634e+07	8.41095e+07	0.0452761	0.0452281	0.0681299	0.253414	0.0469338	0.0359815	0.0369756	0.0523717	0.066206	0.0108709	0.0414635	0.0307967	0.0500113	0.529383	0.48327	0.124795	2.67155	0.0875119	0.13446	0.0347218	0.743306	0.718991	0.745479	0.881636	0.0916356	0.7836587
51800	-42192.83	-42140.91	-51.91613	1.02334e+07	6.22433e+07	8.64377e+07	1.7753e+07	0.0416709	0.0469083	0.0687376	0.228009	0.0515378	0.0362819	0.0380951	0.0591063	0.0739003	0.00717477	0.0504483	0.0311369	0.0437481	0.554117	0.43813	0.130347	2.69644	0.0916007	0.121901	0.0362666	0.750232	0.727529	0.745418	0.881991	0.0745953	0.7767558
51850	-42207.33	-42156.13	-51.19853	3.12698e+07	9.28315e+07	7.48046e+07	1.23342e+06	0.042799	0.0454962	0.0634061	0.251542	0.0481247	0.0338696	0.0470026	0.0573885	0.0684039	0.00701213	0.047868	0.0358013	0.0522634	0.640552	0.420579	0.132447	2.66054	0.105889	0.117018	0.0368508	0.740242	0.720534	0.720534	0.865369	0.0885515	0.8009776
51900	-42197.77	-42147.35	-50.41286	9.46103e+07	2.2672e+06	1.92538e+06	8.2582e+07	0.0424555	0.0441121	0.0603332	0.223959	0.0462473	0.0389791	0.0460812	0.0526902	0.0643335	0.0112791	0.05717	0.0334223	0.0430483	0.604671	0.448102	0.138577	2.6482	0.0999576	0.124676	0.0385562	0.736811	0.714682	0.73585	0.864603	0.0778199	0.7641107
51950	-42198.98	-42148.22	-50.76182	7.08883e+07	5.99227e+07	7.2907e+07	8.92751e+07	0.0408666	0.0459007	0.0747996	0.247255	0.0470447	0.0375662	0.0423772	0.0518109	0.0660119	0.0113303	0.0428138	0.0298455	0.0526936	0.563385	0.423613	0.153857	2.68194	0.0931328	0.117862	0.0428078	0.746197	0.678356	0.749589	0.877456	0.0790205	0.7903159
52000	-42205.43	-42155.25	-50.17734	5.63725e+06	268785	3.05043e+07	4.88794e+07	0.0450229	0.044547	0.0702994	0.233037	0.0397715	0.0388528	0.0372464	0.0535219	0.0798478	0.00429438	0.05702	0.0299824	0.0429093	0.530943	0.476326	0.154513	2.64785	0.0877698	0.132528	0.0429901	0.736712	0.730566	0.747014	0.881739	0.0893779	0.7763532
52050	-42199.03	-42146.81	-52.22154	9.23498e+07	4.11367e+07	5.68237e+07	2.58461e+07	0.047048	0.0475901	0.0628542	0.244705	0.0479023	0.035404	0.0450765	0.0469603	0.072493	0.00930237	0.0556147	0.0318151	0.041233	0.602699	0.451244	0.115027	2.66978	0.0996317	0.12555	0.0320039	0.742815	0.71311	0.750917	0.868321	0.0699899	0.7879989
52100	-42208.59	-42157.98	-50.61326	3.39085e+07	6.62183e+07	8.06599e+07	5.63185e+07	0.0421825	0.0517123	0.0684781	0.229614	0.0510208	0.0357631	0.0457332	0.0509074	0.0765373	0.00767301	0.0440925	0.0270872	0.0463609	0.543098	0.453696	0.150103	2.66767	0.0897791	0.126232	0.0417633	0.742226	0.705362	0.735674	0.863313	0.085679	0.7771619
52150	-42198.52	-42149.02	-49.49953	9.38082e+07	7.89837e+07	3.36131e+07	3.25064e+07	0.039684	0.0402004	0.0731956	0.225867	0.0473611	0.0347255	0.0439969	0.0547082	0.0702026	0.00649168	0.0384348	0.0258615	0.0515198	0.566402	0.52114	0.141816	2.59466	0.0936314	0.144997	0.0394575	0.721914	0.694027	0.728855	0.883738	0.0898922	0.7522489
52200	-42199.74	-42149.55	-50.18843	5.00037e+07	2.53202e+06	6.76181e+07	7.51546e+07	0.0429977	0.0464232	0.0620359	0.235883	0.0449042	0.0417523	0.036831	0.0478605	0.0702255	0.00796582	0.0476584	0.0294747	0.0469731	0.595461	0.464091	0.139418	2.63685	0.0984353	0.129124	0.0387902	0.73365	0.712138	0.751162	0.874348	0.10872	0.7609856
52250	-42193.25	-42142.63	-50.62371	8.6409e+07	6.55586e+07	8.61467e+07	8.32443e+07	0.0419909	0.0496403	0.0718005	0.235467	0.0484346	0.032148	0.0453105	0.0455184	0.0762157	0.00668832	0.0522431	0.0281167	0.0421527	0.532689	0.475385	0.146294	2.65597	0.0880584	0.132266	0.0407033	0.738972	0.731633	0.727519	0.87336	0.0925364	0.7757265
52300	-42205.6	-42154.1	-51.50554	2.1313e+07	1.51968e+07	1.13937e+07	6.53905e+07	0.046003	0.0466182	0.0609489	0.242121	0.0477248	0.0392527	0.0360868	0.0533674	0.0701008	0.0120138	0.0505694	0.0343145	0.0368734	0.51684	0.482638	0.133961	2.67047	0.0854384	0.134285	0.0372721	0.743005	0.743793	0.749568	0.833858	0.0576345	0.7759946
52350	-42193.49	-42140.83	-52.6614	6.97762e+07	2.57235e+07	9.51727e+07	2.29524e+07	0.0442385	0.0480784	0.0648741	0.247951	0.0460887	0.0376311	0.0450187	0.0477591	0.0739023	0.00668304	0.0488861	0.0305431	0.0535206	0.541894	0.438222	0.124609	2.70935	0.0895801	0.121927	0.03467	0.753823	0.714344	0.725163	0.874116	0.0839074	0.7951748
52400	-42203.63	-42153.1	-50.53253	6.34941e+07	9.48881e+07	2.35929e+07	7.58168e+06	0.0492187	0.0474553	0.0664604	0.237979	0.03903	0.0426783	0.0385042	0.0554391	0.0623632	0.0060645	0.0562036	0.0315159	0.0480573	0.590528	0.46209	0.138646	2.64255	0.0976198	0.128567	0.0385755	0.735237	0.712311	0.737609	0.885018	0.0575503	0.7809697
52450	-42204.1	-42152.93	-51.17148	4.68211e+07	8.54828e+07	8.64173e+07	2.70113e+07	0.0444845	0.0449363	0.0640637	0.235089	0.0480189	0.0341385	0.0367803	0.0524562	0.063593	0.0116883	0.0510569	0.0340996	0.0461752	0.57947	0.43126	0.136747	2.68185	0.0957918	0.11999	0.0380471	0.746172	0.692901	0.751529	0.885909	0.0831338	0.7665802
52500	-42197.91	-42146.58	-51.32863	8.00093e+07	6.23098e+07	5.88516e+07	8.84636e+07	0.041913	0.0520949	0.0714743	0.238521	0.0436029	0.0364155	0.0397194	0.0469168	0.073907	0.00597812	0.0525976	0.0302114	0.0428016	0.569758	0.461496	0.129937	2.66419	0.0941862	0.128402	0.0361524	0.741259	0.710428	0.726483	0.890944	0.0559824	0.776153
52550	-42204.31	-42153.33	-50.97734	6.38125e+07	1.59266e+07	4.0042e+07	6.45e+07	0.0383423	0.0494521	0.0639398	0.249666	0.0455705	0.0352784	0.0449525	0.045736	0.0568751	0.0112008	0.0559534	0.029102	0.0374505	0.567145	0.467659	0.132429	2.65709	0.0937543	0.130117	0.0368458	0.739283	0.699278	0.729823	0.883237	0.0779329	0.7635195
52600	-42204.55	-42152.93	-51.62389	7.33757e+07	1.11338e+07	4.95433e+07	1.76465e+06	0.0442681	0.0505044	0.0653568	0.237216	0.045771	0.0397585	0.0397039	0.048239	0.0675507	0.00511809	0.0509003	0.0329607	0.0345237	0.583545	0.435395	0.127094	2.68495	0.0964654	0.12114	0.0353614	0.747033	0.714501	0.749735	0.856068	0.0809147	0.7618711
52650	-42199.51	-42147.23	-52.27805	6.82201e+06	1.56263e+06	3.27725e+07	6.56512e+06	0.0470496	0.0492107	0.0641346	0.258892	0.0441411	0.0379884	0.0470482	0.0537846	0.0653631	0.009243	0.0511071	0.0353595	0.0478207	0.574152	0.471135	0.118187	2.66369	0.0949127	0.131084	0.0328833	0.74112	0.686399	0.727431	0.860446	0.0696412	0.8111424
52700	-42204.26	-42152.42	-51.84022	7.35089e+07	3.08514e+07	2.49485e+07	6.91033e+07	0.0417758	0.0501021	0.0689121	0.234647	0.0455505	0.0370865	0.0405742	0.0455925	0.0754014	0.00238867	0.0517416	0.0293394	0.0583208	0.578427	0.44877	0.124469	2.67724	0.0956193	0.124861	0.0346309	0.744888	0.696793	0.729999	0.876936	0.0805069	0.7814326
52750	-42194.41	-42143	-51.40773	7.27477e+07	2.93616e+07	6.66296e+06	1.81098e+07	0.0430984	0.0432475	0.0679944	0.239705	0.0494927	0.0362849	0.0414429	0.0577267	0.0716562	0.00777545	0.049619	0.0336746	0.0400095	0.48793	0.475867	0.145757	2.68262	0.0806594	0.132401	0.0405539	0.746386	0.731124	0.73458	0.88572	0.0790436	0.7817276
52800	-42191.21	-42139.77	-51.43399	9.20663e+07	2.6866e+07	9.35448e+07	8.26843e+07	0.046292	0.0485213	0.0699122	0.235764	0.0485304	0.0364943	0.0405226	0.0540726	0.0678645	0.0110429	0.0485209	0.0329322	0.0477434	0.597514	0.457722	0.125526	2.65589	0.0987746	0.127352	0.0349251	0.738948	0.68623	0.720045	0.847719	0.0795359	0.7882131
52850	-42200.36	-42150.35	-50.00758	1.5516e+07	4.16347e+07	3.41763e+07	9.95878e+07	0.0411597	0.0477985	0.0643129	0.236227	0.0429783	0.0384711	0.0374881	0.0528756	0.0638344	0.00886337	0.0496995	0.0367336	0.0492853	0.596215	0.486493	0.137968	2.61545	0.0985599	0.135357	0.0383869	0.727696	0.696578	0.753494	0.870201	0.0922523	0.7697277
52900	-42206.66	-42154.85	-51.81711	3.39871e+06	7.77406e+07	6.20176e+07	7.20168e+07	0.0395589	0.0515101	0.0700041	0.240358	0.0468393	0.0383654	0.0460661	0.0410096	0.0750275	0.0110034	0.0493707	0.0323812	0.0537498	0.549484	0.427696	0.138721	2.70126	0.0908348	0.118998	0.0385964	0.751571	0.716028	0.74229	0.87672	0.080784	0.7952439
52950	-42209.41	-42159.72	-49.69351	6.55503e+07	4.24579e+07	3.24334e+07	3.21992e+07	0.0406622	0.0472111	0.0675291	0.244462	0.0461865	0.0355796	0.0371511	0.0457432	0.065423	0.0100306	0.0440613	0.027019	0.0415293	0.565511	0.4768	0.149869	2.63148	0.0934843	0.13266	0.041698	0.732158	0.699335	0.743519	0.865774	0.0853867	0.7525877
53000	-42197.59	-42146.96	-50.62994	2.23075e+07	3.63695e+07	2.32321e+07	3.39328e+07	0.0422883	0.0490164	0.0680617	0.214997	0.0422131	0.0432001	0.0456827	0.0475637	0.0650004	0.00359635	0.0465044	0.0309308	0.0537157	0.499794	0.477617	0.150434	2.66914	0.0826206	0.132887	0.0418554	0.742637	0.70321	0.735006	0.847449	0.0679759	0.7527708
53050	-42195.6	-42142.76	-52.83387	4.19161e+07	4.81486e+07	3.58984e+07	4.19745e+07	0.0415463	0.0451401	0.0720115	0.236834	0.0504529	0.0304684	0.0402845	0.0529982	0.0664089	0.0105272	0.0517159	0.0287186	0.0462987	0.518917	0.454924	0.11996	2.71095	0.0857818	0.126574	0.0333766	0.754268	0.697103	0.749185	0.880565	0.0839866	0.7734047
53100	-42192.16	-42140.83	-51.32748	3.2132e+07	4.34749e+07	4.45894e+07	2.24953e+07	0.0433857	0.0501113	0.0678076	0.245519	0.0442319	0.0374124	0.0426423	0.0525488	0.0664821	0.0112047	0.0546518	0.0306723	0.0456325	0.578285	0.420255	0.141857	2.68845	0.0955958	0.116928	0.0394688	0.748008	0.695936	0.729574	0.880958	0.0860044	0.7923026
53150	-42203.85	-42153.93	-49.91964	8.41255e+07	5.15998e+07	2.92727e+06	9.91895e+06	0.0411767	0.0449638	0.0690031	0.249072	0.048676	0.0350792	0.0375925	0.0584507	0.0664102	0.00253552	0.0459862	0.0344756	0.0527137	0.532862	0.497478	0.15466	2.62541	0.0880871	0.138413	0.0430312	0.730468	0.71288	0.740179	0.863793	0.086615	0.7861348
53200	-42200.37	-42147.26	-53.10852	2.46824e+07	2.03332e+07	3.89861e+07	2.02293e+07	0.0474299	0.04644	0.0664567	0.254473	0.0525831	0.0334638	0.0372881	0.0508451	0.0672386	0.00427469	0.048958	0.0329078	0.0472725	0.464338	0.438116	0.135804	2.74434	0.0767594	0.121897	0.0377847	0.763559	0.742473	0.742838	0.881046	0.0834975	0.7896309
53250	-42197.5	-42146.42	-51.07603	7.71717e+07	9.58647e+07	2.78608e+07	5.16903e+07	0.0438686	0.0479991	0.0700108	0.232339	0.0508056	0.0325429	0.0428348	0.0470992	0.0688658	0.00149409	0.0483862	0.0250757	0.0493566	0.526406	0.444881	0.146046	2.69046	0.0870198	0.123779	0.0406343	0.748567	0.685238	0.74653	0.863195	0.0764972	0.7606788
53300	-42201.82	-42151.19	-50.63285	8.66452e+07	7.92726e+07	6.62234e+07	6.8768e+07	0.0460515	0.0495124	0.0639261	0.224801	0.0451062	0.0366322	0.0435213	0.0441388	0.0835474	0.00346675	0.0465081	0.0295265	0.0523731	0.614135	0.446741	0.134295	2.64822	0.101522	0.124297	0.0373649	0.736816	0.696856	0.748114	0.846637	0.0848455	0.7691111
53350	-42197.12	-42145.72	-51.40319	3.72608e+07	5.66504e+07	8.44087e+06	9.01714e+07	0.045034	0.0498235	0.0681859	0.246646	0.0445982	0.0403135	0.0437474	0.0474612	0.0642105	0.00629621	0.058743	0.026054	0.0499497	0.546768	0.458509	0.13692	2.67386	0.0903859	0.127571	0.0380952	0.743948	0.699537	0.754958	0.878884	0.0595104	0.7910635
53400	-42197.42	-42146.52	-50.90757	9.70556e+07	3.97887e+07	9.11543e+07	3.7492e+07	0.0412155	0.0457338	0.0744366	0.253675	0.0435608	0.038539	0.0481513	0.0575435	0.0704458	0.0101334	0.0407049	0.0320609	0.0536324	0.590163	0.43446	0.144964	2.66408	0.0975594	0.12088	0.0403332	0.741227	0.694547	0.743415	0.867662	0.0752606	0.8098324
53450	-42194.45	-42143.74	-50.71375	6.14998e+06	5.16329e+07	9.32356e+07	9.66122e+07	0.0456188	0.0460872	0.0674329	0.241717	0.0416037	0.034819	0.0449898	0.0519116	0.0693335	0.00261518	0.0583379	0.031393	0.0465924	0.543714	0.481863	0.14148	2.64776	0.089881	0.134069	0.0393641	0.736686	0.706702	0.71819	0.868636	0.0717115	0.7824519
53500	-42205.43	-42155.02	-50.40336	6.45318e+07	8.54776e+07	7.76597e+07	6.18328e+07	0.0425889	0.0482589	0.068978	0.226106	0.0481431	0.0347409	0.0400662	0.0455454	0.0685078	0.0181494	0.04447	0.0340276	0.0319888	0.574485	0.476815	0.135727	2.64028	0.0949677	0.132664	0.0377634	0.734605	0.682103	0.744583	0.860801	0.082444	0.7515705
53550	-42197.13	-42146.11	-51.01811	9.27852e+07	2.37225e+07	9.28572e+07	5.12853e+07	0.0445278	0.0512577	0.0708993	0.23845	0.0503616	0.0319546	0.041469	0.0456671	0.0622313	0.0129176	0.042385	0.0314263	0.0440545	0.566082	0.451871	0.136689	2.66925	0.0935786	0.125724	0.0380309	0.742666	0.697168	0.746237	0.888064	0.0741621	0.7676018
53600	-42201.71	-42151.26	-50.44846	9.05798e+07	8.8339e+07	4.5528e+07	2.78451e+07	0.0415063	0.0485491	0.0629634	0.239787	0.0459731	0.0391369	0.0404144	0.0515925	0.0595358	0.0129211	0.0510398	0.0253521	0.0457317	0.607906	0.465038	0.133021	2.6349	0.100493	0.129388	0.0370104	0.733109	0.687851	0.725584	0.880273	0.087009	0.7645031
53650	-42200.57	-42148.56	-52.00715	8.17101e+07	1.40859e+06	1.92899e+07	6.61715e+07	0.049794	0.0453106	0.0630165	0.253551	0.0492565	0.0364699	0.0424256	0.0532733	0.0735467	0.0124887	0.0509342	0.0330985	0.045834	0.585	0.40983	0.135173	2.70157	0.0967059	0.114027	0.0376093	0.751658	0.69283	0.734383	0.858263	0.0722433	0.8089995
53700	-42194.64	-42143.05	-51.5851	2.346e+07	8.75696e+07	2.57571e+06	3.49797e+07	0.0426032	0.0468705	0.0634461	0.242807	0.0412555	0.0365482	0.0449765	0.0538213	0.0723237	0.0112049	0.0524611	0.0282439	0.0448266	0.51317	0.461734	0.13972	2.68779	0.0848317	0.128468	0.0388743	0.747825	0.719697	0.733597	0.884909	0.0880186	0.7813882
53750	-42196.77	-42145.38	-51.39574	3.79565e+07	6.47375e+07	5.83497e+06	3.66199e+07	0.0445931	0.0382135	0.0655938	0.243552	0.0506326	0.0376233	0.0431932	0.0511457	0.0788992	0.0120359	0.053715	0.0352112	0.0453291	0.530027	0.473289	0.138611	2.66733	0.0876184	0.131683	0.0385658	0.742132	0.721859	0.745464	0.881814	0.0799193	0.7997378
53800	-42207.27	-42155.44	-51.8274	9.22662e+07	4.43457e+07	5.24092e+07	1.33512e+07	0.0474891	0.0442419	0.0700179	0.268872	0.0474272	0.0375803	0.0398747	0.0526293	0.0703781	0.00610818	0.0525665	0.025095	0.0581935	0.556604	0.461608	0.131872	2.66996	0.0920118	0.128433	0.0366907	0.742864	0.696063	0.748322	0.878154	0.0965795	0.8204734
53850	-42211.7	-42159.97	-51.73122	9.67715e+07	5.27848e+07	6.16461e+07	1.78161e+07	0.0445922	0.0489802	0.0606516	0.230329	0.045153	0.0383404	0.0403419	0.0486387	0.0736116	0.00779243	0.0530383	0.0355391	0.0444865	0.50771	0.464165	0.136505	2.69182	0.0839291	0.129145	0.0379798	0.748946	0.747406	0.757064	0.855935	0.0844731	0.7714949
53900	-42192.75	-42141.63	-51.115	7.23736e+07	9.67688e+07	4.73938e+07	3.00685e+07	0.0394226	0.0476659	0.0639869	0.246031	0.0464735	0.0344892	0.041287	0.0523604	0.0667783	0.00836729	0.0528916	0.0316956	0.0410682	0.553538	0.431257	0.144601	2.6894	0.091505	0.119989	0.0402324	0.748274	0.717449	0.731148	0.867206	0.0758775	0.7725177
53950	-42199.73	-42148.19	-51.53414	1.33122e+07	1.65885e+07	8.83763e+07	6.8872e+07	0.0496048	0.0433605	0.0592103	0.22652	0.044179	0.0339183	0.041066	0.0512224	0.0731797	0.0101301	0.0479728	0.0275983	0.0517829	0.529947	0.430427	0.141462	2.70739	0.0876051	0.119758	0.0393591	0.753278	0.709413	0.731433	0.860695	0.0831272	0.759745
54000	-42193.82	-42142.82	-51.00116	4.45985e+07	1.4334e+07	4.34147e+06	7.09018e+07	0.0410192	0.0409543	0.0708741	0.230663	0.0465928	0.038503	0.0399093	0.0501588	0.0705455	0.00679051	0.045874	0.0299686	0.0538274	0.579318	0.437503	0.137631	2.67481	0.0957666	0.121726	0.038293	0.744214	0.718696	0.745521	0.870507	0.0748863	0.7656803
54050	-42201.7	-42150.11	-51.58904	4.56471e+07	4.62951e+07	4.66145e+07	5.09615e+06	0.0437425	0.0504862	0.0618981	0.228182	0.0484656	0.0370803	0.0455628	0.0543991	0.0727184	0.0118614	0.0429034	0.0324286	0.0512358	0.565385	0.454648	0.129328	2.67425	0.0934634	0.126497	0.0359828	0.744057	0.720897	0.721892	0.87341	0.0728116	0.7809638
54100	-42192.67	-42141.85	-50.82454	5.36181e+07	3.46889e+06	9.00626e+07	956801	0.045081	0.0442978	0.0673448	0.261808	0.045633	0.0365025	0.0438117	0.0558692	0.0726404	0.00961359	0.0420028	0.0312039	0.0520337	0.582681	0.461175	0.140216	2.64656	0.0963225	0.128313	0.0390122	0.736352	0.715762	0.748668	0.858071	0.0852133	0.8078425
54150	-42199.99	-42149.09	-50.90061	7.17362e+07	7.87601e+07	3.11956e+07	9.97222e+07	0.0395324	0.0450098	0.0619115	0.236172	0.0488006	0.0323707	0.0498113	0.0500061	0.0686387	0.00800589	0.0568765	0.0281122	0.040099	0.574607	0.445811	0.137952	2.66898	0.0949879	0.124038	0.0383825	0.742591	0.712109	0.759318	0.873577	0.0907379	0.7653462
54200	-42210.36	-42159.79	-50.57446	8.29384e+07	3.61403e+07	3.41126e+07	3.57572e+07	0.0451113	0.0446597	0.0724591	0.230266	0.0470706	0.0316301	0.0389359	0.0552121	0.08163	0.00648261	0.0382376	0.0263513	0.0516889	0.597067	0.42155	0.146148	2.6717	0.0987008	0.117288	0.0406628	0.743348	0.717223	0.765905	0.84016	0.0920442	0.7697357
54250	-42197.59	-42147.07	-50.52358	6.69284e+06	4.9715e+07	8.09408e+07	6.92188e+07	0.0435212	0.0469814	0.0676126	0.244674	0.0469562	0.0348195	0.0391083	0.0492438	0.0697292	0.00793611	0.0479679	0.0285004	0.0550902	0.523556	0.46114	0.155666	2.66627	0.0865486	0.128303	0.043311	0.741837	0.685114	0.751395	0.869222	0.0929079	0.7821406
54300	-42197.99	-42147.63	-50.35754	330584	2.68476e+07	1.12791e+07	8.76743e+07	0.0422408	0.0445408	0.0719549	0.25407	0.0406012	0.0379876	0.0380321	0.0501603	0.0710176	0.00661815	0.0431399	0.0347322	0.0559946	0.588331	0.443288	0.149039	2.65226	0.0972565	0.123336	0.0414673	0.73794	0.730035	0.751176	0.868146	0.085497	0.7910907
54350	-42193.05	-42142.15	-50.90741	2.30373e+07	785481	5.02471e+07	1.63281e+07	0.0440823	0.0462139	0.0645121	0.224054	0.043669	0.0416197	0.0419222	0.0463811	0.0692495	0.00855935	0.0571886	0.0322519	0.0421305	0.533918	0.460006	0.142949	2.67397	0.0882616	0.127988	0.0397726	0.743978	0.709687	0.730984	0.864525	0.0807545	0.7618346
54400	-42196.39	-42144.54	-51.85341	2.1667e+07	9.465e+07	4.62923e+07	3.19762e+07	0.0484174	0.0509858	0.0709565	0.223161	0.0520942	0.0354027	0.0436762	0.0501432	0.0652183	0.00943787	0.0529122	0.0244452	0.0459504	0.535995	0.428355	0.137503	2.70983	0.0886049	0.119181	0.0382574	0.753956	0.707668	0.735279	0.873191	0.0704609	0.7728011
