Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	TL
25170	-7528.934	-7437.324	-91.6098	1.910706	0.282377	0.64517	1.06759	2.00487	14.53217
25180	-7544.51	-7453.644	-90.86595	1.877498	0.2782	0.641321	1.0666	2.01388	14.4611
25190	-7513.735	-7426.206	-87.52877	1.742265	0.26044	0.624473	1.06197	2.05312	14.14091
25200	-7538.851	-7440.572	-98.27933	2.10122	0.305065	0.665363	1.07233	1.95724	15.18007
25210	-7550.133	-7453.089	-97.04429	1.80415	0.26872	0.632429	1.06422	2.03464	15.08627
25220	-7533.602	-7439.835	-93.76698	2.001866	0.293497	0.655212	1.07004	1.98125	14.73877
25230	-7529.536	-7442.215	-87.32079	1.670949	0.250564	0.614741	1.05906	2.07563	14.12724
25240	-7531.796	-7442.99	-88.80587	1.786651	0.266405	0.630223	1.0636	2.03977	14.26418
25250	-7551.579	-7460.772	-90.80669	1.784784	0.266157	0.629986	1.06354	2.04032	14.46445
25260	-7536.978	-7447.739	-89.23945	1.712887	0.256416	0.620541	1.06081	2.06223	14.31491
25270	-7541.199	-7446.429	-94.76972	1.75694	0.262428	0.626399	1.06252	2.04865	14.86354
25280	-7539.428	-7443.861	-95.56708	1.941352	0.286172	0.648629	1.06845	1.99675	14.92483
25290	-7545.502	-7448.866	-96.63633	1.52664	0.229409	0.592931	1.05195	2.12571	15.07323
25300	-7523.83	-7435.551	-88.27861	1.852717	0.275036	0.638379	1.06583	2.02076	14.20485
25310	-7540.547	-7441.321	-99.22616	2.039825	0.297983	0.659183	1.07095	1.97188	15.28089
25320	-7543.85	-7450.229	-93.62171	2.475853	0.344155	0.697644	1.07835	1.87985	14.67684
25330	-7520.775	-7426.191	-94.58342	2.289657	0.325562	0.682659	1.0758	1.91598	14.79163
25340	-7538.754	-7440.538	-98.21597	2.058469	0.300156	0.661091	1.07139	1.96737	15.17801
25350	-7536.463	-7437.326	-99.13715	2.558956	0.351976	0.70376	1.07927	1.865	15.22008
25360	-7525.048	-7434.345	-90.70351	1.814277	0.27005	0.63369	1.06456	2.0317	14.45118
25370	-7540.417	-7436.455	-103.9617	2.568055	0.352815	0.70441	1.07936	1.86341	15.70162
25380	-7548.853	-7444.721	-104.1314	1.867159	0.276885	0.640101	1.06628	2.01673	15.78868
25390	-7530.602	-7439.328	-91.27363	1.853435	0.275128	0.638465	1.06585	2.02056	14.50428
25400	-7534.53	-7455.907	-78.62293	1.468409	0.220401	0.583212	1.04851	2.14788	13.27771
25410	-7529.208	-7443.516	-85.6922	1.62696	0.244286	0.60841	1.05708	2.09022	13.96878
25420	-7538.84	-7446.08	-92.76041	2.181347	0.314002	0.673009	1.07393	1.93906	14.62016
25430	-7524.71	-7433.257	-91.4523	2.174829	0.313287	0.672404	1.07381	1.9405	14.49001
25440	-7521.876	-7426.761	-95.11496	1.793	0.267247	0.631027	1.06383	2.0379	14.89445
25450	-7541.152	-7450.532	-90.61981	1.938716	0.285848	0.648334	1.06838	1.99744	14.43037
25460	-7538.008	-7438.668	-99.34009	1.874494	0.277818	0.640968	1.06651	2.01471	15.30882
25470	-7532.027	-7435.795	-96.23188	2.557578	0.351848	0.703661	1.07925	1.86524	14.92969
25480	-7522.844	-7425.801	-97.04291	2.075079	0.302075	0.662767	1.07176	1.9634	15.05904
25490	-7544.026	-7436.847	-107.1791	2.266754	0.323165	0.68068	1.07543	1.92073	16.0535
25500	-7527.647	-7421.504	-106.1437	2.148042	0.310328	0.669886	1.07329	1.9465	15.96182
25510	-7545.034	-7450.015	-95.01968	2.330496	0.329774	0.68611	1.07642	1.9077	14.83118
25520	-7538.537	-7447.982	-90.55499	1.675262	0.251172	0.615348	1.05925	2.07423	14.45023
25530	-7549.233	-7446.64	-102.5927	2.33815	0.330554	0.686746	1.07653	1.90617	15.58772
25540	-7521.041	-7437.618	-83.42316	1.89679	0.280635	0.64357	1.06718	2.00862	13.71489
25550	-7532.162	-7440.712	-91.45004	2.678868	0.362785	0.71204	1.0804	1.84478	14.43938
25560	-7520.207	-7427.169	-93.03833	2.126486	0.30792	0.667824	1.07285	1.9514	14.65344
25570	-7539.59	-7446.574	-93.01537	1.660975	0.249153	0.613328	1.05863	2.07889	14.6977
25580	-7525.978	-7440.606	-85.37177	1.977783	0.290608	0.65263	1.06942	1.98734	13.90166
25590	-7536.924	-7436.184	-100.7404	1.727177	0.258381	0.622467	1.06138	2.05777	15.46358
25600	-7534.531	-7437.9	-96.63076	2.308177	0.327482	0.684236	1.07608	1.9122	14.99452
25610	-7539.137	-7449.958	-89.17921	2.076431	0.302231	0.662903	1.07179	1.96308	14.27254
25620	-7535.595	-7434.555	-101.0402	1.926692	0.284364	0.646985	1.06804	2.00061	15.47361
25630	-7526.136	-7440.065	-86.0705	1.959933	0.288444	0.650684	1.06895	1.99192	13.97331
25640	-7539.956	-7442.616	-97.33964	1.992426	0.292369	0.654206	1.0698	1.98363	15.09698
25650	-7517.396	-7430.329	-87.06704	1.905429	0.281718	0.644565	1.06743	2.00628	14.07842
25660	-7527.073	-7433.52	-93.55364	1.922419	0.283834	0.646502	1.06792	2.00174	14.72538
25670	-7536.623	-7443.935	-92.68795	1.842267	0.27369	0.637119	1.06549	2.0237	14.64683
25680	-7535.843	-7440.049	-95.79451	2.162793	0.311963	0.671279	1.07358	1.94318	14.92543
25690	-7532.054	-7440.461	-91.59308	1.916643	0.283117	0.645846	1.06776	2.00328	14.5299
25700	-7518.96	-7433.833	-85.12712	1.950219	0.287259	0.649613	1.06869	1.99443	13.87995
25710	-7538.908	-7445.974	-92.93481	1.925314	0.284193	0.646829	1.068	2.00097	14.66321
25720	-7541.068	-7449.263	-91.80559	2.113366	0.306442	0.666552	1.07258	1.95442	14.53148
25730	-7527.891	-7434.262	-93.62894	2.227118	0.318958	0.677179	1.07476	1.92911	14.70244
25740	-7537.004	-7435.407	-101.597	2.02842	0.296644	0.658002	1.07068	1.97467	15.51911
25750	-7536.638	-7427.471	-109.1669	2.295014	0.326119	0.683117	1.07588	1.91488	16.24945
25760	-7536.85	-7450.496	-86.35414	2.06044	0.300384	0.661291	1.07143	1.96689	13.99163
25770	-7534.072	-7444.479	-89.59337	2.174348	0.313235	0.672359	1.0738	1.94061	14.30416
25780	-7536.281	-7454.484	-81.79651	1.764884	0.263497	0.627432	1.06282	2.04626	13.56542
25790	-7538.395	-7448.525	-89.86921	1.788293	0.266623	0.630431	1.06366	2.03928	14.37035
25800	-7549.268	-7449.997	-99.27173	1.846193	0.274197	0.637594	1.06562	2.02259	15.30481
25810	-7539.965	-7440.254	-99.71132	1.984119	0.291372	0.653314	1.06959	1.98573	15.33498
25820	-7552.698	-7456.272	-96.42673	2.361282	0.332898	0.688648	1.07687	1.90159	14.9688
25830	-7530.19	-7435.396	-94.79423	2.043443	0.298406	0.659555	1.07104	1.971	14.83734
25840	-7533.344	-7429.905	-103.4383	2.308517	0.327517	0.684265	1.07609	1.91213	15.67523
25850	-7527.975	-7435.386	-92.58914	1.988935	0.29195	0.653832	1.06971	1.98451	14.62228
25860	-7534.463	-7442.505	-91.9572	2.442416	0.340928	0.695089	1.07794	1.88604	14.51374
25870	-7525.479	-7441.466	-84.01341	1.777319	0.265162	0.629033	1.06327	2.04254	13.78587
25880	-7547.971	-7457.725	-90.24578	2.126099	0.307876	0.667786	1.07285	1.95149	14.37423
25890	-7539.899	-7452.524	-87.3753	1.670389	0.250485	0.614662	1.05904	2.07582	14.13275
25900	-7551.698	-7450.904	-100.7939	1.964091	0.28895	0.65114	1.06906	1.99085	15.44524
25910	-7536.12	-7433.648	-102.4717	2.124868	0.307738	0.667667	1.07282	1.95177	15.59695
25920	-7529.531	-7425.788	-103.7426	1.949172	0.287131	0.649498	1.06866	1.99471	15.74161
25930	-7523.369	-7433.21	-90.1594	1.8757	0.277971	0.64111	1.06654	2.01438	14.39063
25940	-7529.927	-7429.587	-100.3407	1.96154	0.28864	0.650861	1.069	1.9915	15.40017
25950	-7535.753	-7434.509	-101.2443	2.118554	0.307027	0.667056	1.07269	1.95322	15.47483
25960	-7535.157	-7435.47	-99.6872	1.791632	0.267066	0.630854	1.06378	2.0383	15.35182
25970	-7534.113	-7440.609	-93.50419	1.600378	0.240421	0.604454	1.05581	2.09932	14.75264
25980	-7537.167	-7441.955	-95.21208	1.965598	0.289133	0.651305	1.0691	1.99046	14.88691
25990	-7522.839	-7431.037	-91.80156	2.123249	0.307556	0.667511	1.07279	1.95214	14.53009
26000	-7540.114	-7438.3	-101.8134	2.141829	0.309637	0.669295	1.07316	1.9479	15.52942
26010	-7526.193	-7432.782	-93.41106	2.199385	0.315968	0.674669	1.07426	1.9351	14.68343
26020	-7547.824	-7449.873	-97.95159	2.032899	0.297171	0.658467	1.07079	1.97357	15.15413
26030	-7512.812	-7422.382	-90.4299	2.328973	0.329618	0.685983	1.0764	1.908	14.37235
26040	-7530.988	-7434.162	-96.82627	1.866926	0.276855	0.640073	1.06627	2.0168	15.05819
26050	-7528.865	-7445.399	-83.46589	1.994068	0.292566	0.654381	1.06984	1.98321	13.70944
26060	-7549.688	-7455.228	-94.46053	1.517807	0.22806	0.591494	1.05145	2.129	14.85653
26070	-7555.54	-7456.906	-98.63306	1.557523	0.234073	0.597859	1.05363	2.11444	15.26981
26080	-7552.697	-7452.518	-100.1796	1.616432	0.242761	0.606855	1.05659	2.0938	15.41857
26090	-7534.376	-7441.217	-93.15947	1.682558	0.252197	0.616369	1.05956	2.07188	14.70995
26100	-7547.203	-7453.649	-93.5539	1.59553	0.23971	0.603722	1.05557	2.101	14.75809
26110	-7533.478	-7446.142	-87.33654	2.071633	0.301678	0.662421	1.07168	1.96422	14.08875
26120	-7531.52	-7438.39	-93.13035	1.809013	0.269359	0.633036	1.06438	2.03322	14.69439
26130	-7516.644	-7436.853	-79.79096	1.616408	0.242758	0.606852	1.05658	2.09381	13.37971
26140	-7544.647	-7454.633	-90.01338	2.432942	0.340005	0.694354	1.07782	1.88782	14.3203
26150	-7521.821	-7432.456	-89.36515	2.041595	0.29819	0.659365	1.071	1.97145	14.29461
26160	-7528.199	-7439.832	-88.3672	2.196177	0.315619	0.674375	1.0742	1.9358	14.17936
26170	-7537.042	-7445.267	-91.77482	1.715852	0.256825	0.620942	1.06093	2.0613	14.56816
26180	-7526.579	-7428.668	-97.91101	2.395753	0.336345	0.691427	1.07734	1.89489	15.11378
26190	-7527.942	-7440.456	-87.48585	1.697935	0.254344	0.618498	1.0602	2.06695	14.14105
26200	-7547.937	-7450.964	-96.97299	2.497499	0.346219	0.699268	1.0786	1.87591	15.00981
26210	-7521.668	-7429.579	-92.08918	2.040905	0.298109	0.659294	1.07098	1.97162	14.56709
26220	-7502.319	-7412.812	-89.50656	1.960005	0.288453	0.650692	1.06896	1.9919	14.31691
26230	-7535.607	-7442.213	-93.3935	1.753183	0.26192	0.625909	1.06238	2.04979	14.72629
26240	-7542.854	-7443.002	-99.85202	1.783892	0.266038	0.629872	1.06351	2.04058	15.36907
26250	-7531.52	-7433.114	-98.40517	2.301629	0.326805	0.683681	1.07598	1.91353	15.17261
26260	-7545.616	-7448.047	-97.56898	1.902366	0.281335	0.644213	1.06734	2.00711	15.12892
26270	-7507.341	-7426.243	-81.09789	1.809141	0.269376	0.633052	1.06439	2.03318	13.49113
26280	-7553.61	-7464.042	-89.56737	2.001784	0.293488	0.655203	1.07003	1.98128	14.31882
26290	-7534.753	-7443.232	-91.52122	2.063348	0.300721	0.661585	1.0715	1.9662	14.50805
26300	-7544.09	-7446.442	-97.64799	1.921082	0.283669	0.64635	1.06788	2.0021	15.13495
26310	-7533.747	-7446.463	-87.28398	1.955927	0.287956	0.650244	1.06885	1.99295	14.09506
26320	-7530.879	-7446.699	-84.17979	1.749135	0.261373	0.625378	1.06223	2.05102	13.80532
26330	-7522.93	-7434.967	-87.9628	2.151137	0.310672	0.67018	1.07335	1.9458	14.14342
26340	-7527.944	-7435.329	-92.61584	1.854041	0.275206	0.638537	1.06587	2.02039	14.63844
26350	-7535.748	-7444.059	-91.689	1.546647	0.232439	0.596141	1.05305	2.11837	14.57649
26360	-7531.84	-7448.57	-83.27016	1.611555	0.242052	0.60613	1.05635	2.09547	13.72812
26370	-7541.905	-7447.459	-94.44649	2.020787	0.295744	0.657206	1.0705	1.97655	14.80483
26380	-7538.732	-7436.408	-102.3235	1.965455	0.289116	0.651289	1.0691	1.99049	15.59807
26390	-7547.877	-7458.99	-88.88719	2.152398	0.310812	0.670299	1.07337	1.94552	14.23574
26400	-7529.43	-7441.548	-87.88266	2.00008	0.293284	0.655022	1.06999	1.9817	14.15052
26410	-7510.218	-7424.433	-85.78563	2.150477	0.310599	0.670117	1.07334	1.94595	13.92577
26420	-7540.924	-7456.512	-84.41147	1.79389	0.267365	0.63114	1.06386	2.03764	13.82402
26430	-7540.415	-7447.441	-92.97417	1.895114	0.280425	0.643376	1.06713	2.00907	14.67016
26440	-7553.11	-7452.557	-100.5534	1.880023	0.27852	0.641617	1.06668	2.01319	15.4296
26450	-7533.413	-7447.031	-86.38181	1.747696	0.261178	0.625189	1.06217	2.05146	14.02567
26460	-7539.419	-7442.693	-96.7264	2.11796	0.30696	0.666998	1.07268	1.95336	15.0231
26470	-7541.359	-7451.45	-89.90881	2.410678	0.337821	0.692611	1.07754	1.89203	14.31207
26480	-7530.766	-7444.26	-86.50643	1.971695	0.289872	0.65197	1.06926	1.98889	14.01573
26490	-7524.853	-7422.556	-102.2968	2.02564	0.296316	0.657713	1.07062	1.97535	15.58938
26500	-7544.353	-7447.12	-97.23339	2.331167	0.329842	0.686166	1.07643	1.90756	15.05248
26510	-7551.841	-7459.652	-92.18891	1.960421	0.288504	0.650738	1.06897	1.99179	14.58511
26520	-7549.851	-7456.421	-93.42984	1.725127	0.2581	0.622192	1.0613	2.05841	14.73273
26530	-7544.782	-7444.668	-100.114	1.819583	0.270744	0.634346	1.06474	2.03017	15.3917
26540	-7526.821	-7444.244	-82.577	1.982976	0.291234	0.653191	1.06956	1.98602	13.62166
26550	-7542.021	-7455.773	-86.24828	1.488104	0.223479	0.586564	1.04972	2.14024	14.03828
26560	-7521.629	-7444.08	-77.54894	1.568262	0.235677	0.599538	1.05419	2.11059	13.16033
26570	-7507.933	-7425.321	-82.61251	2.044861	0.298572	0.659701	1.07107	1.97065	13.61902
26580	-7527.82	-7436.517	-91.30299	2.072775	0.30181	0.662536	1.07171	1.96395	14.48528
26590	-7532.719	-7434.906	-97.81336	1.814994	0.270144	0.633779	1.06459	2.03149	15.16209
26600	-7524.823	-7430.653	-94.16945	1.901947	0.281282	0.644165	1.06733	2.00722	14.78901
26610	-7541.21	-7443.437	-97.77258	1.817702	0.270498	0.634114	1.06468	2.03071	15.15775
26620	-7537.974	-7441.692	-96.28282	2.160703	0.311732	0.671082	1.07354	1.94365	14.97447
26630	-7535.222	-7437.012	-98.21065	1.923145	0.283925	0.646584	1.06794	2.00155	15.19101
26640	-7547.229	-7432.395	-114.8339	2.146002	0.310101	0.669692	1.07325	1.94696	16.83105
26650	-7542.909	-7441.252	-101.6566	2.248405	0.321227	0.679071	1.07512	1.92458	15.50307
26660	-7530.145	-7424.071	-106.0739	1.984169	0.291378	0.65332	1.06959	1.98571	15.97124
26670	-7539.626	-7435.596	-104.0298	2.018503	0.295473	0.656967	1.07045	1.97711	15.76338
26680	-7543.535	-7440.242	-103.2927	1.879329	0.278432	0.641536	1.06665	2.01338	15.7036
26690	-7530.075	-7438.947	-91.12842	2.377239	0.3345	0.689942	1.07709	1.89847	14.43738
26700	-7538.271	-7441.644	-96.62696	2.009364	0.29439	0.656006	1.07022	1.97938	15.02402
26710	-7536.284	-7436.613	-99.67106	1.856309	0.275497	0.638809	1.06594	2.01975	15.34373
26720	-7534.05	-7437.277	-96.77313	2.172832	0.313068	0.672218	1.07377	1.94095	15.02229
26730	-7520.297	-7433.818	-86.47857	2.052793	0.299496	0.660513	1.07126	1.96873	14.00484
26740	-7541.39	-7444.893	-96.49718	2.109361	0.305989	0.666161	1.0725	1.95535	15.00104
26750	-7540.368	-7445.189	-95.17909	1.743191	0.260566	0.624596	1.062	2.05284	14.90585
26760	-7539.728	-7437.294	-102.4342	1.747948	0.261212	0.625222	1.06218	2.05138	15.63088
26770	-7523.294	-7429.648	-93.64578	1.935751	0.285483	0.648003	1.0683	1.99822	14.73326
26780	-7538.031	-7441.651	-96.38019	2.181191	0.313985	0.672995	1.07393	1.93909	14.98216
26790	-7540.424	-7445.949	-94.4749	1.721356	0.257583	0.621685	1.06115	2.05958	14.83761
26800	-7540.734	-7437.472	-103.2623	2.119123	0.307091	0.667111	1.0727	1.95309	15.67658
26810	-7524.261	-7434.177	-90.08379	1.88662	0.279354	0.642389	1.06688	2.01138	14.38198
26820	-7539.515	-7438.47	-101.0453	1.779855	0.265501	0.629357	1.06336	2.04178	15.4888
26830	-7528.233	-7435.753	-92.4797	1.703339	0.255095	0.61924	1.06042	2.06524	14.63989
26840	-7531.912	-7431.918	-99.99369	1.919193	0.283434	0.646136	1.06783	2.0026	15.36971
26850	-7539.803	-7445.735	-94.0682	1.686347	0.252728	0.616896	1.05972	2.07066	14.80044
26860	-7543.469	-7441.606	-101.8633	2.164863	0.312191	0.671473	1.07362	1.94272	15.5321
26870	-7547.308	-7448.001	-99.30744	1.887513	0.279467	0.642493	1.0669	2.01114	15.30425
26880	-7534.46	-7441.215	-93.24492	1.966614	0.289257	0.651416	1.06913	1.9902	14.69009
26890	-7512.111	-7421.271	-90.83986	1.499191	0.225198	0.588422	1.05037	2.13601	14.49632
26900	-7528.24	-7430.976	-97.26406	1.66587	0.249847	0.614023	1.05884	2.07729	15.12208
26910	-7533.218	-7440.593	-92.62436	2.144951	0.309985	0.669592	1.07323	1.9472	14.6102
26920	-7524.564	-7424.838	-99.72652	1.948461	0.287044	0.649419	1.06864	1.99489	15.34006
26930	-7530.377	-7441.988	-88.38888	2.049408	0.299102	0.660167	1.07118	1.96955	14.19621
26940	-7544.085	-7442.005	-102.08	1.726114	0.258236	0.622324	1.06134	2.0581	15.59765
26950	-7552.325	-7454.927	-97.39836	2.159992	0.311653	0.671016	1.07352	1.94381	15.08609
26960	-7542.99	-7451.332	-91.65779	1.783578	0.265997	0.629832	1.06349	2.04068	14.54968
26970	-7528.439	-7437.997	-90.44171	1.68099	0.251977	0.61615	1.05949	2.07238	14.43833
26980	-7542.027	-7456.285	-85.74185	1.923485	0.283967	0.646623	1.06795	2.00146	13.94409
26990	-7558.321	-7465.49	-92.83111	1.713121	0.256449	0.620572	1.06082	2.06216	14.67406
27000	-7537.851	-7450.819	-87.03209	1.7317	0.259	0.623071	1.06156	2.05637	14.0923
27010	-7518.08	-7437.834	-80.24615	2.106915	0.305712	0.665922	1.07245	1.95592	13.37618
27020	-7536.502	-7450.485	-86.01759	2.049687	0.299135	0.660195	1.07118	1.96949	13.95905
27030	-7530.907	-7442.621	-88.28627	2.101124	0.305054	0.665353	1.07233	1.95727	14.18077
27040	-7552.924	-7450.696	-102.2276	2.030001	0.29683	0.658166	1.07072	1.97428	15.58202
27050	-7523.799	-7431.883	-91.91543	1.864107	0.276495	0.639739	1.06618	2.01758	14.56739
27060	-7569.276	-7466.095	-103.1808	1.939082	0.285893	0.648375	1.06839	1.99734	15.68643
27070	-7549.353	-7446.84	-102.5133	1.910725	0.28238	0.645172	1.06759	2.00486	15.62251
27080	-7521.646	-7430.589	-91.05664	2.464667	0.343081	0.696795	1.07822	1.88191	14.42146
27090	-7516.869	-7431.007	-85.86234	1.559759	0.234408	0.59821	1.05375	2.11364	13.99252
27100	-7535.278	-7436.744	-98.53385	1.705142	0.255345	0.619486	1.0605	2.06467	15.24513
27110	-7543.824	-7457.608	-86.21646	2.06221	0.300589	0.66147	1.07147	1.96647	13.97768
27120	-7546.765	-7446.609	-100.1565	2.404846	0.337246	0.69215	1.07746	1.89314	15.33743
27130	-7545.142	-7444.193	-100.949	1.936227	0.285541	0.648056	1.06831	1.99809	15.46354
27140	-7531.104	-7446.523	-84.58094	2.040583	0.298072	0.659261	1.07097	1.97169	13.81629
27150	-7536.779	-7453.464	-83.31493	1.585058	0.238168	0.602128	1.05505	2.10465	13.73525
27160	-7517.082	-7439.507	-77.57501	2.155609	0.311168	0.670602	1.07344	1.94479	13.1042
27170	-7545.786	-7458.46	-87.32626	1.834008	0.272621	0.636116	1.06522	2.02604	14.11148
27180	-7559.996	-7458.409	-101.5877	1.6694	0.250345	0.614522	1.05899	2.07614	15.55409
27190	-7535.498	-7432.925	-102.5736	1.510019	0.226866	0.590216	1.051	2.13191	15.66862
27200	-7529.562	-7437.112	-92.45003	1.796068	0.267653	0.631414	1.06394	2.037	14.62765
27210	-7534.121	-7446.614	-87.50635	1.797594	0.267855	0.631606	1.06399	2.03655	14.13313
27220	-7522.285	-7432.667	-89.61804	1.71526	0.256744	0.620862	1.06091	2.06149	14.35254
27230	-7548.687	-7449.316	-99.37098	1.982485	0.291175	0.653138	1.06955	1.98614	15.30111
27240	-7534.043	-7436.309	-97.73368	2.550029	0.351149	0.703118	1.07917	1.86656	15.08062
27250	-7542.039	-7440.368	-101.671	1.966027	0.289185	0.651352	1.06912	1.99035	15.53276
27260	-7546.289	-7456.269	-90.02011	1.886225	0.279304	0.642343	1.06686	2.01149	14.37565
27270	-7572.017	-7469.077	-102.9399	1.91906	0.283418	0.646121	1.06783	2.00264	15.66434
27280	-7544.708	-7446.445	-98.26299	2.00691	0.294098	0.655747	1.07016	1.97999	15.18787
27290	-7527.408	-7444.588	-82.8199	2.165102	0.312217	0.671495	1.07362	1.94267	13.62774
27300	-7544.608	-7450.055	-94.55252	2.047994	0.298937	0.660022	1.07115	1.9699	14.81271
27310	-7541.011	-7451.876	-89.13541	2.223775	0.318599	0.676879	1.0747	1.92982	14.25342
27320	-7524.556	-7442.666	-81.88986	1.808918	0.269347	0.633024	1.06438	2.03325	13.57035
27330	-7532.995	-7439.625	-93.3697	1.974748	0.290242	0.652301	1.06934	1.98811	14.70175
27340	-7546.627	-7444.794	-101.8331	2.344783	0.331229	0.687294	1.07663	1.90485	15.51109
27350	-7549.937	-7451.147	-98.79003	2.162414	0.311921	0.671243	1.07357	1.94327	15.22502
27360	-7518.485	-7429.265	-89.22035	1.768626	0.263999	0.627915	1.06295	2.04513	14.30743
27370	-7519.343	-7425.614	-93.72923	1.80984	0.269468	0.633139	1.06441	2.03298	14.7542
27380	-7517.314	-7424.202	-93.112	1.656633	0.248537	0.612709	1.05843	2.08032	14.7078
27390	-7542.7	-7446.724	-95.97564	1.721089	0.257546	0.621649	1.06114	2.05966	14.98771
27400	-7526.284	-7440.994	-85.2897	1.639903	0.246148	0.6103	1.05768	2.08587	13.92724
27410	-7514.78	-7426.77	-88.01047	1.745906	0.260935	0.624954	1.06211	2.05201	14.18871
27420	-7538.837	-7446.033	-92.80401	2.360241	0.332793	0.688563	1.07685	1.90179	14.60664
27430	-7519.428	-7433.737	-85.69171	2.247965	0.32118	0.679033	1.07511	1.92467	13.90663
27440	-7545.838	-7454.118	-91.72012	2.11849	0.30702	0.66705	1.07269	1.95324	14.52242
27450	-7549.689	-7454.697	-94.99197	1.854017	0.275203	0.638534	1.06587	2.0204	14.87605
27460	-7516.868	-7432.899	-83.96863	1.683178	0.252284	0.616455	1.05959	2.07168	13.7908
27470	-7539.739	-7446.072	-93.66734	1.63767	0.245828	0.609975	1.05758	2.08662	14.76523
27480	-7539.236	-7443.264	-95.97258	1.721453	0.257596	0.621698	1.06115	2.05955	14.98737
27490	-7548.674	-7442.169	-106.5052	1.9501	0.287244	0.6496	1.06869	1.99447	16.01777
27500	-7531.43	-7436.199	-95.23021	1.966773	0.289276	0.651433	1.06914	1.99016	14.8886
27510	-7535.092	-7439.956	-95.13531	2.270959	0.323607	0.681046	1.0755	1.91985	14.84869
27520	-7530.877	-7434.543	-96.33438	2.094693	0.304322	0.66472	1.07219	1.95877	14.98623
27530	-7554.28	-7461.875	-92.40531	2.332727	0.330002	0.686296	1.07645	1.90725	14.56952
27540	-7529.931	-7436.206	-93.72501	1.857512	0.275651	0.638953	1.06598	2.01942	14.74901
27550	-7530.456	-7435.807	-94.64866	2.378918	0.334668	0.690078	1.07711	1.89814	14.78923
27560	-7532.892	-7439.236	-93.65568	2.183754	0.314265	0.673232	1.07397	1.93853	14.70945
27570	-7517.776	-7433.483	-84.29314	1.840896	0.273513	0.636953	1.06545	2.02409	13.80748
27580	-7530.575	-7439.267	-91.30748	1.772511	0.26452	0.628416	1.0631	2.04397	14.51576
27590	-7529.127	-7438.231	-90.89555	1.944732	0.286587	0.649005	1.06854	1.99587	14.45734
27600	-7528.791	-7443.03	-85.7606	1.768711	0.264011	0.627926	1.06296	2.04511	13.96145
27610	-7532.234	-7434.304	-97.93047	1.912322	0.282579	0.645354	1.06763	2.00443	15.16407
27620	-7537.024	-7436.613	-100.411	2.058559	0.300166	0.6611	1.07139	1.96735	15.3975
27630	-7547.436	-7454.398	-93.03726	1.696075	0.254086	0.618242	1.06013	2.06755	14.69638
27640	-7543.123	-7440.785	-102.3384	1.844705	0.274005	0.637414	1.06557	2.02301	15.61163
27650	-7545.187	-7439.219	-105.9677	2.584735	0.354346	0.705592	1.07953	1.86053	15.90055
27660	-7560.583	-7467.03	-93.55315	1.989455	0.292013	0.653888	1.06972	1.98438	14.71863
27670	-7553.098	-7455.616	-97.48232	1.853682	0.27516	0.638494	1.06586	2.02049	15.12512
27680	-7525.09	-7441.858	-83.23163	2.274218	0.323949	0.681328	1.07555	1.91917	13.658
27690	-7560.539	-7462.92	-97.61921	1.787589	0.26653	0.630342	1.06364	2.03949	15.14542
27700	-7547.096	-7454.181	-92.91485	2.227974	0.319049	0.677255	1.07477	1.92892	14.63095
27710	-7547.17	-7452.467	-94.70224	1.977497	0.290574	0.652599	1.06942	1.98741	14.83473
27720	-7550.322	-7457.843	-92.47879	2.255953	0.322026	0.679736	1.07525	1.92299	14.58454
27730	-7528.676	-7439.807	-88.86891	2.011746	0.294673	0.656257	1.07028	1.97879	14.24797
27740	-7531.919	-7437.307	-94.612	2.012886	0.294808	0.656377	1.07031	1.97851	14.82217
27750	-7539.632	-7442.491	-97.14121	1.893922	0.280275	0.643238	1.06709	2.00939	15.08699
27760	-7556.458	-7448.318	-108.1407	1.967146	0.289321	0.651474	1.06915	1.99006	16.17961
27770	-7546.788	-7436.103	-110.6843	2.124917	0.307744	0.667672	1.07282	1.95176	16.4182
27780	-7532.025	-7441.394	-90.63052	2.244563	0.320819	0.678732	1.07506	1.92539	14.40085
27790	-7525.918	-7432.739	-93.1787	2.022536	0.29595	0.657389	1.07054	1.97612	14.67787
27800	-7535.883	-7442.488	-93.39526	2.192282	0.315195	0.674018	1.07413	1.93665	14.68256
27810	-7550.713	-7442.346	-108.3667	1.65872	0.248833	0.613007	1.05853	2.07963	16.23306
27820	-7544.012	-7443.086	-100.9261	2.11049	0.306117	0.666271	1.07252	1.95509	15.44381
27830	-7532.235	-7440.727	-91.50713	2.414385	0.338186	0.692903	1.07759	1.89132	14.47153
27840	-7527.131	-7438.536	-88.59437	1.821738	0.271025	0.634612	1.06481	2.02955	14.23952
27850	-7534.92	-7443.516	-91.40379	1.890787	0.27988	0.642874	1.067	2.01025	14.51356
27860	-7528.185	-7427.704	-100.481	1.775649	0.264939	0.628819	1.06321	2.04303	15.4328
27870	-7524.692	-7434.871	-89.82112	1.65914	0.248893	0.613067	1.05854	2.0795	14.37846
27880	-7523.957	-7441.309	-82.64761	1.776033	0.264991	0.628868	1.06322	2.04292	13.64942
27890	-7550.244	-7464.118	-86.12644	1.781915	0.265775	0.62962	1.06343	2.04117	13.99671
